Task,Function
Grasp object BaseballBat_2,PickupObject(BaseballBat_2)
Grasp object BasketBall_0,PickupObject(BasketBall_0)
Grasp object BasketBall_1,PickupObject(BasketBall_1)
Grasp object BasketBall_2,PickupObject(BasketBall_2)
Grasp object Book_0,PickupObject(Book_0)
Grasp object Book_1,PickupObject(Book_1)
Grasp object Book_2,PickupObject(Book_2)
Grasp object Boots_0,PickupObject(Boots_0)
Grasp object Boots_1,PickupObject(Boots_1)
Grasp object Boots_2,PickupObject(Boots_2)
Grasp object Bottle_0,PickupObject(Bottle_0)
Grasp object Bottle_1,PickupObject(Bottle_1)
Grasp object Bottle_2,PickupObject(Bottle_2)
Grasp object Bowl_0,PickupObject(Bowl_0)
Grasp object Bowl_1,PickupObject(Bowl_1)
Grasp object Bowl_2,PickupObject(Bowl_2)
Grasp object Box_0,PickupObject(Box_0)
Grasp object Box_1,PickupObject(Box_1)
Grasp object Box_2,PickupObject(Box_2)
Grasp object Bread_0,PickupObject(Bread_0)
Grasp object Bread_1,PickupObject(Bread_1)
Grasp object Bread_2,PickupObject(Bread_2)
Grasp object BreadSliced_0,PickupObject(BreadSliced_0)
Grasp object BreadSliced_1,PickupObject(BreadSliced_1)
Grasp object BreadSliced_2,PickupObject(BreadSliced_2)
Grasp object ButterKnife_0,PickupObject(ButterKnife_0)
Grasp object ButterKnife_1,PickupObject(ButterKnife_1)
Grasp object ButterKnife_2,PickupObject(ButterKnife_2)
Grasp object Candle_0,PickupObject(Candle_0)
Grasp object Candle_1,PickupObject(Candle_1)
Grasp object Candle_2,PickupObject(Candle_2)
Grasp object CD_0,PickupObject(CD_0)
Grasp object CD_1,PickupObject(CD_1)
Grasp object CD_2,PickupObject(CD_2)
Grasp object CellPhone_0,PickupObject(CellPhone_0)
Grasp object CellPhone_1,PickupObject(CellPhone_1)
Grasp object CellPhone_2,PickupObject(CellPhone_2)
Grasp object Cloth_0,PickupObject(Cloth_0)
Grasp object Cloth_1,PickupObject(Cloth_1)
Grasp object Cloth_2,PickupObject(Cloth_2)
Grasp object CreditCard_0,PickupObject(CreditCard_0)
Grasp object CreditCard_1,PickupObject(CreditCard_1)
Grasp object CreditCard_2,PickupObject(CreditCard_2)
Grasp object Cup_0,PickupObject(Cup_0)
Grasp object Cup_1,PickupObject(Cup_1)
Grasp object Cup_2,PickupObject(Cup_2)
Grasp object DishSponge_0,PickupObject(DishSponge_0)
Grasp object DishSponge_1,PickupObject(DishSponge_1)
Grasp object DishSponge_2,PickupObject(DishSponge_2)
Grasp object Egg_0,PickupObject(Egg_0)
Grasp object Egg_1,PickupObject(Egg_1)
Grasp object Egg_2,PickupObject(Egg_2)
Grasp object EggCracked_0,PickupObject(EggCracked_0)
Grasp object EggCracked_1,PickupObject(EggCracked_1)
Grasp object EggCracked_2,PickupObject(EggCracked_2)
Grasp object Fork_0,PickupObject(Fork_0)
Grasp object Fork_1,PickupObject(Fork_1)
Grasp object Fork_2,PickupObject(Fork_2)
Grasp object HandTowel_0,PickupObject(HandTowel_0)
Grasp object HandTowel_1,PickupObject(HandTowel_1)
Grasp object HandTowel_2,PickupObject(HandTowel_2)
Grasp object Kettle_0,PickupObject(Kettle_0)
Grasp object Kettle_1,PickupObject(Kettle_1)
Grasp object Kettle_2,PickupObject(Kettle_2)
Grasp object KeyChain_0,PickupObject(KeyChain_0)
Grasp object KeyChain_1,PickupObject(KeyChain_1)
Grasp object KeyChain_2,PickupObject(KeyChain_2)
Grasp object Knife_0,PickupObject(Knife_0)
Grasp object Knife_1,PickupObject(Knife_1)
Grasp object Knife_2,PickupObject(Knife_2)
Grasp object Ladle_0,PickupObject(Ladle_0)
Grasp object Ladle_1,PickupObject(Ladle_1)
Grasp object Ladle_2,PickupObject(Ladle_2)
Grasp object Laptop_0,PickupObject(Laptop_0)
Grasp object Laptop_1,PickupObject(Laptop_1)
Grasp object Laptop_2,PickupObject(Laptop_2)
Grasp object Lettuce_0,PickupObject(Lettuce_0)
Grasp object Lettuce_1,PickupObject(Lettuce_1)
Grasp object Lettuce_2,PickupObject(Lettuce_2)
Grasp object LettuceSliced_0,PickupObject(LettuceSliced_0)
Grasp object LettuceSliced_1,PickupObject(LettuceSliced_1)
Grasp object LettuceSliced_2,PickupObject(LettuceSliced_2)
Grasp object Mug_0,PickupObject(Mug_0)
Grasp object Mug_1,PickupObject(Mug_1)
Grasp object Mug_2,PickupObject(Mug_2)
Grasp object Newspaper_0,PickupObject(Newspaper_0)
Grasp object Newspaper_1,PickupObject(Newspaper_1)
Grasp object Newspaper_2,PickupObject(Newspaper_2)
Grasp object Pan_0,PickupObject(Pan_0)
Grasp object Pan_1,PickupObject(Pan_1)
Grasp object Pan_2,PickupObject(Pan_2)
Grasp object PaperTowel_0,PickupObject(PaperTowel_0)
Grasp object PaperTowel_1,PickupObject(PaperTowel_1)
Grasp object PaperTowel_2,PickupObject(PaperTowel_2)
Grasp object Pen_0,PickupObject(Pen_0)
Grasp object Pen_1,PickupObject(Pen_1)
Grasp object Pen_2,PickupObject(Pen_2)
Grasp object Pencil_0,PickupObject(Pencil_0)
Grasp object Pencil_1,PickupObject(Pencil_1)
Grasp object Pencil_2,PickupObject(Pencil_2)
Grasp object PepperShaker_0,PickupObject(PepperShaker_0)
Grasp object PepperShaker_1,PickupObject(PepperShaker_1)
Grasp object PepperShaker_2,PickupObject(PepperShaker_2)
Grasp object Pillow_0,PickupObject(Pillow_0)
Grasp object Pillow_1,PickupObject(Pillow_1)
Grasp object Pillow_2,PickupObject(Pillow_2)
Grasp object Plate_0,PickupObject(Plate_0)
Grasp object Plate_1,PickupObject(Plate_1)
Grasp object Plate_2,PickupObject(Plate_2)
Grasp object Plunger_0,PickupObject(Plunger_0)
Grasp object Plunger_1,PickupObject(Plunger_1)
Grasp object Plunger_2,PickupObject(Plunger_2)
Grasp object Pot_0,PickupObject(Pot_0)
Grasp object Pot_1,PickupObject(Pot_1)
Grasp object Pot_2,PickupObject(Pot_2)
Grasp object Potato_0,PickupObject(Potato_0)
Grasp object Potato_1,PickupObject(Potato_1)
Grasp object Potato_2,PickupObject(Potato_2)
Grasp object PotatoSliced_0,PickupObject(PotatoSliced_0)
Grasp object PotatoSliced_1,PickupObject(PotatoSliced_1)
Grasp object PotatoSliced_2,PickupObject(PotatoSliced_2)
Grasp object RemoteControl_0,PickupObject(RemoteControl_0)
Grasp object RemoteControl_1,PickupObject(RemoteControl_1)
Grasp object RemoteControl_2,PickupObject(RemoteControl_2)
Grasp object SaltShaker_0,PickupObject(SaltShaker_0)
Grasp object SaltShaker_1,PickupObject(SaltShaker_1)
Grasp object SaltShaker_2,PickupObject(SaltShaker_2)
Grasp object ScrubBrush_0,PickupObject(ScrubBrush_0)
Grasp object ScrubBrush_1,PickupObject(ScrubBrush_1)
Grasp object ScrubBrush_2,PickupObject(ScrubBrush_2)
Grasp object SoapBar_0,PickupObject(SoapBar_0)
Grasp object SoapBar_1,PickupObject(SoapBar_1)
Grasp object SoapBar_2,PickupObject(SoapBar_2)
Grasp object SoapBottle_0,PickupObject(SoapBottle_0)
Grasp object SoapBottle_1,PickupObject(SoapBottle_1)
Grasp object SoapBottle_2,PickupObject(SoapBottle_2)
Grasp object Spatula_0,PickupObject(Spatula_0)
Grasp object Spatula_1,PickupObject(Spatula_1)
Grasp object Spatula_2,PickupObject(Spatula_2)
Grasp object Spoon_0,PickupObject(Spoon_0)
Grasp object Spoon_1,PickupObject(Spoon_1)
Grasp object Spoon_2,PickupObject(Spoon_2)
Grasp object SprayBottle_0,PickupObject(SprayBottle_0)
Grasp object SprayBottle_1,PickupObject(SprayBottle_1)
Grasp object SprayBottle_2,PickupObject(SprayBottle_2)
Grasp object Statue_0,PickupObject(Statue_0)
Grasp object Statue_1,PickupObject(Statue_1)
Grasp object Statue_2,PickupObject(Statue_2)
Grasp object TeddyBear_0,PickupObject(TeddyBear_0)
Grasp object TeddyBear_1,PickupObject(TeddyBear_1)
Grasp object TeddyBear_2,PickupObject(TeddyBear_2)
Grasp object TennisRacket_0,PickupObject(TennisRacket_0)
Grasp object TennisRacket_1,PickupObject(TennisRacket_1)
Grasp object TennisRacket_2,PickupObject(TennisRacket_2)
Grasp object TissueBox_0,PickupObject(TissueBox_0)
Grasp object TissueBox_1,PickupObject(TissueBox_1)
Grasp object TissueBox_2,PickupObject(TissueBox_2)
Grasp object ToiletPaper_0,PickupObject(ToiletPaper_0)
Grasp object ToiletPaper_1,PickupObject(ToiletPaper_1)
Grasp object ToiletPaper_2,PickupObject(ToiletPaper_2)
Grasp object Tomato_0,PickupObject(Tomato_0)
Grasp object Tomato_1,PickupObject(Tomato_1)
Grasp object Tomato_2,PickupObject(Tomato_2)
Grasp object TomatoSliced_0,PickupObject(TomatoSliced_0)
Grasp object TomatoSliced_1,PickupObject(TomatoSliced_1)
Grasp object TomatoSliced_2,PickupObject(TomatoSliced_2)
Grasp object Towel_0,PickupObject(Towel_0)
Grasp object Towel_1,PickupObject(Towel_1)
Grasp object Towel_2,PickupObject(Towel_2)
Grasp object Vase_0,PickupObject(Vase_0)
Grasp object Vase_1,PickupObject(Vase_1)
Grasp object Vase_2,PickupObject(Vase_2)
Grasp object Watch_0,PickupObject(Watch_0)
Grasp object Watch_1,PickupObject(Watch_1)
Grasp object Watch_2,PickupObject(Watch_2)
Grasp object WateringCan_0,PickupObject(WateringCan_0)
Grasp object WateringCan_1,PickupObject(WateringCan_1)
Grasp object WateringCan_2,PickupObject(WateringCan_2)
Grasp object WineBottle_0,PickupObject(WineBottle_0)
Grasp object WineBottle_1,PickupObject(WineBottle_1)
Grasp object WineBottle_2,PickupObject(WineBottle_2)
Deactivate object Candle_0,ToggleObjectOff(Candle_0)
Deactivate object Candle_1,ToggleObjectOff(Candle_1)
Deactivate object Candle_2,ToggleObjectOff(Candle_2)
Deactivate object CellPhone_0,ToggleObjectOff(CellPhone_0)
Deactivate object CellPhone_1,ToggleObjectOff(CellPhone_1)
Deactivate object CellPhone_2,ToggleObjectOff(CellPhone_2)
Deactivate object CoffeeMachine_0,ToggleObjectOff(CoffeeMachine_0)
Deactivate object CoffeeMachine_1,ToggleObjectOff(CoffeeMachine_1)
Deactivate object CoffeeMachine_2,ToggleObjectOff(CoffeeMachine_2)
Deactivate object DeskLamp_0,ToggleObjectOff(DeskLamp_0)
Deactivate object DeskLamp_1,ToggleObjectOff(DeskLamp_1)
Deactivate object DeskLamp_2,ToggleObjectOff(DeskLamp_2)
Deactivate object Faucet_0,ToggleObjectOff(Faucet_0)
Deactivate object Faucet_1,ToggleObjectOff(Faucet_1)
Deactivate object Faucet_2,ToggleObjectOff(Faucet_2)
Deactivate object FloorLamp_0,ToggleObjectOff(FloorLamp_0)
Deactivate object FloorLamp_1,ToggleObjectOff(FloorLamp_1)
Deactivate object FloorLamp_2,ToggleObjectOff(FloorLamp_2)
Deactivate object Laptop_0,ToggleObjectOff(Laptop_0)
Deactivate object Laptop_1,ToggleObjectOff(Laptop_1)
Deactivate object Laptop_2,ToggleObjectOff(Laptop_2)
Deactivate object LightSwitch_0,ToggleObjectOff(LightSwitch_0)
Deactivate object LightSwitch_1,ToggleObjectOff(LightSwitch_1)
Deactivate object LightSwitch_2,ToggleObjectOff(LightSwitch_2)
Deactivate object Microwave_0,ToggleObjectOff(Microwave_0)
Deactivate object Microwave_1,ToggleObjectOff(Microwave_1)
Deactivate object Microwave_2,ToggleObjectOff(Microwave_2)
Deactivate object ShowerHead_0,ToggleObjectOff(ShowerHead_0)
Deactivate object ShowerHead_1,ToggleObjectOff(ShowerHead_1)
Deactivate object ShowerHead_2,ToggleObjectOff(ShowerHead_2)
Deactivate object StoveBurner_0,ToggleObjectOff(StoveBurner_0)
Deactivate object StoveBurner_1,ToggleObjectOff(StoveBurner_1)
Deactivate object StoveBurner_2,ToggleObjectOff(StoveBurner_2)
Deactivate object StoveKnob_0,ToggleObjectOff(StoveKnob_0)
Deactivate object StoveKnob_1,ToggleObjectOff(StoveKnob_1)
Deactivate object StoveKnob_2,ToggleObjectOff(StoveKnob_2)
Deactivate object Television_0,ToggleObjectOff(Television_0)
Deactivate object Television_1,ToggleObjectOff(Television_1)
Deactivate object Television_2,ToggleObjectOff(Television_2)
Deactivate object Toaster_0,ToggleObjectOff(Toaster_0)
Deactivate object Toaster_1,ToggleObjectOff(Toaster_1)
Deactivate object Toaster_2,ToggleObjectOff(Toaster_2)
Turn off Candle_0,ToggleObjectOff(Candle_0)
Turn off Candle_1,ToggleObjectOff(Candle_1)
Turn off Candle_2,ToggleObjectOff(Candle_2)
Turn off CellPhone_0,ToggleObjectOff(CellPhone_0)
Turn off CellPhone_1,ToggleObjectOff(CellPhone_1)
Turn off CellPhone_2,ToggleObjectOff(CellPhone_2)
Turn off CoffeeMachine_0,ToggleObjectOff(CoffeeMachine_0)
Turn off CoffeeMachine_1,ToggleObjectOff(CoffeeMachine_1)
Turn off CoffeeMachine_2,ToggleObjectOff(CoffeeMachine_2)
Turn off DeskLamp_0,ToggleObjectOff(DeskLamp_0)
Turn off DeskLamp_1,ToggleObjectOff(DeskLamp_1)
Turn off DeskLamp_2,ToggleObjectOff(DeskLamp_2)
Turn off Faucet_0,ToggleObjectOff(Faucet_0)
Turn off Faucet_1,ToggleObjectOff(Faucet_1)
Turn off Faucet_2,ToggleObjectOff(Faucet_2)
Turn off FloorLamp_0,ToggleObjectOff(FloorLamp_0)
Turn off FloorLamp_1,ToggleObjectOff(FloorLamp_1)
Turn off FloorLamp_2,ToggleObjectOff(FloorLamp_2)
Turn off Laptop_0,ToggleObjectOff(Laptop_0)
Turn off Laptop_1,ToggleObjectOff(Laptop_1)
Turn off Laptop_2,ToggleObjectOff(Laptop_2)
Turn off LightSwitch_0,ToggleObjectOff(LightSwitch_0)
Turn off LightSwitch_1,ToggleObjectOff(LightSwitch_1)
Turn off LightSwitch_2,ToggleObjectOff(LightSwitch_2)
Turn off Microwave_0,ToggleObjectOff(Microwave_0)
Turn off Microwave_1,ToggleObjectOff(Microwave_1)
Turn off Microwave_2,ToggleObjectOff(Microwave_2)
Turn off ShowerHead_0,ToggleObjectOff(ShowerHead_0)
Turn off ShowerHead_1,ToggleObjectOff(ShowerHead_1)
Turn off ShowerHead_2,ToggleObjectOff(ShowerHead_2)
Turn off StoveBurner_0,ToggleObjectOff(StoveBurner_0)
Turn off StoveBurner_1,ToggleObjectOff(StoveBurner_1)
Turn off StoveBurner_2,ToggleObjectOff(StoveBurner_2)
Turn off StoveKnob_0,ToggleObjectOff(StoveKnob_0)
Turn off StoveKnob_1,ToggleObjectOff(StoveKnob_1)
Turn off StoveKnob_2,ToggleObjectOff(StoveKnob_2)
Turn off Television_0,ToggleObjectOff(Television_0)
Turn off Television_1,ToggleObjectOff(Television_1)
Turn off Television_2,ToggleObjectOff(Television_2)
Turn off Toaster_0,ToggleObjectOff(Toaster_0)
Turn off Toaster_1,ToggleObjectOff(Toaster_1)
Turn off Toaster_2,ToggleObjectOff(Toaster_2)
Switch off Candle_0,ToggleObjectOff(Candle_0)
Switch off Candle_1,ToggleObjectOff(Candle_1)
Switch off Candle_2,ToggleObjectOff(Candle_2)
Switch off CellPhone_0,ToggleObjectOff(CellPhone_0)
Switch off CellPhone_1,ToggleObjectOff(CellPhone_1)
Switch off CellPhone_2,ToggleObjectOff(CellPhone_2)
Switch off CoffeeMachine_0,ToggleObjectOff(CoffeeMachine_0)
Switch off CoffeeMachine_1,ToggleObjectOff(CoffeeMachine_1)
Switch off CoffeeMachine_2,ToggleObjectOff(CoffeeMachine_2)
Switch off DeskLamp_0,ToggleObjectOff(DeskLamp_0)
Switch off DeskLamp_1,ToggleObjectOff(DeskLamp_1)
Switch off DeskLamp_2,ToggleObjectOff(DeskLamp_2)
Switch off Faucet_0,ToggleObjectOff(Faucet_0)
Switch off Faucet_1,ToggleObjectOff(Faucet_1)
Switch off Faucet_2,ToggleObjectOff(Faucet_2)
Switch off FloorLamp_0,ToggleObjectOff(FloorLamp_0)
Switch off FloorLamp_1,ToggleObjectOff(FloorLamp_1)
Switch off FloorLamp_2,ToggleObjectOff(FloorLamp_2)
Switch off Laptop_0,ToggleObjectOff(Laptop_0)
Switch off Laptop_1,ToggleObjectOff(Laptop_1)
Switch off Laptop_2,ToggleObjectOff(Laptop_2)
Switch off LightSwitch_0,ToggleObjectOff(LightSwitch_0)
Switch off LightSwitch_1,ToggleObjectOff(LightSwitch_1)
Switch off LightSwitch_2,ToggleObjectOff(LightSwitch_2)
Switch off Microwave_0,ToggleObjectOff(Microwave_0)
Switch off Microwave_1,ToggleObjectOff(Microwave_1)
Switch off Microwave_2,ToggleObjectOff(Microwave_2)
Switch off ShowerHead_0,ToggleObjectOff(ShowerHead_0)
Switch off ShowerHead_1,ToggleObjectOff(ShowerHead_1)
Switch off ShowerHead_2,ToggleObjectOff(ShowerHead_2)
Switch off StoveBurner_0,ToggleObjectOff(StoveBurner_0)
Switch off StoveBurner_1,ToggleObjectOff(StoveBurner_1)
Switch off StoveBurner_2,ToggleObjectOff(StoveBurner_2)
Switch off StoveKnob_0,ToggleObjectOff(StoveKnob_0)
Switch off StoveKnob_1,ToggleObjectOff(StoveKnob_1)
Switch off StoveKnob_2,ToggleObjectOff(StoveKnob_2)
Switch off Television_0,ToggleObjectOff(Television_0)
Switch off Television_1,ToggleObjectOff(Television_1)
Switch off Television_2,ToggleObjectOff(Television_2)
Switch off Toaster_0,ToggleObjectOff(Toaster_0)
Switch off Toaster_1,ToggleObjectOff(Toaster_1)
Switch off Toaster_2,ToggleObjectOff(Toaster_2)
Disengage object Candle_0,ToggleObjectOff(Candle_0)
Disengage object Candle_1,ToggleObjectOff(Candle_1)
Disengage object Candle_2,ToggleObjectOff(Candle_2)
Disengage object CellPhone_0,ToggleObjectOff(CellPhone_0)
Disengage object CellPhone_1,ToggleObjectOff(CellPhone_1)
Disengage object CellPhone_2,ToggleObjectOff(CellPhone_2)
Disengage object CoffeeMachine_0,ToggleObjectOff(CoffeeMachine_0)
Disengage object CoffeeMachine_1,ToggleObjectOff(CoffeeMachine_1)
Disengage object CoffeeMachine_2,ToggleObjectOff(CoffeeMachine_2)
Disengage object DeskLamp_0,ToggleObjectOff(DeskLamp_0)
Disengage object DeskLamp_1,ToggleObjectOff(DeskLamp_1)
Disengage object DeskLamp_2,ToggleObjectOff(DeskLamp_2)
Disengage object Faucet_0,ToggleObjectOff(Faucet_0)
Disengage object Faucet_1,ToggleObjectOff(Faucet_1)
Disengage object Faucet_2,ToggleObjectOff(Faucet_2)
Disengage object FloorLamp_0,ToggleObjectOff(FloorLamp_0)
Disengage object FloorLamp_1,ToggleObjectOff(FloorLamp_1)
Disengage object FloorLamp_2,ToggleObjectOff(FloorLamp_2)
Disengage object Laptop_0,ToggleObjectOff(Laptop_0)
Disengage object Laptop_1,ToggleObjectOff(Laptop_1)
Disengage object Laptop_2,ToggleObjectOff(Laptop_2)
Disengage object LightSwitch_0,ToggleObjectOff(LightSwitch_0)
Disengage object LightSwitch_1,ToggleObjectOff(LightSwitch_1)
Disengage object LightSwitch_2,ToggleObjectOff(LightSwitch_2)
Disengage object Microwave_0,ToggleObjectOff(Microwave_0)
Disengage object Microwave_1,ToggleObjectOff(Microwave_1)
Disengage object Microwave_2,ToggleObjectOff(Microwave_2)
Disengage object ShowerHead_0,ToggleObjectOff(ShowerHead_0)
Disengage object ShowerHead_1,ToggleObjectOff(ShowerHead_1)
Disengage object ShowerHead_2,ToggleObjectOff(ShowerHead_2)
Disengage object StoveBurner_0,ToggleObjectOff(StoveBurner_0)
Disengage object StoveBurner_1,ToggleObjectOff(StoveBurner_1)
Disengage object StoveBurner_2,ToggleObjectOff(StoveBurner_2)
Disengage object StoveKnob_0,ToggleObjectOff(StoveKnob_0)
Disengage object StoveKnob_1,ToggleObjectOff(StoveKnob_1)
Disengage object StoveKnob_2,ToggleObjectOff(StoveKnob_2)
Disengage object Television_0,ToggleObjectOff(Television_0)
Disengage object Television_1,ToggleObjectOff(Television_1)
Disengage object Television_2,ToggleObjectOff(Television_2)
Disengage object Toaster_0,ToggleObjectOff(Toaster_0)
Disengage object Toaster_1,ToggleObjectOff(Toaster_1)
Disengage object Toaster_2,ToggleObjectOff(Toaster_2)
Toggle off Candle_0,ToggleObjectOff(Candle_0)
Toggle off Candle_1,ToggleObjectOff(Candle_1)
Toggle off Candle_2,ToggleObjectOff(Candle_2)
Toggle off CellPhone_0,ToggleObjectOff(CellPhone_0)
Toggle off CellPhone_1,ToggleObjectOff(CellPhone_1)
Toggle off CellPhone_2,ToggleObjectOff(CellPhone_2)
Toggle off CoffeeMachine_0,ToggleObjectOff(CoffeeMachine_0)
Toggle off CoffeeMachine_1,ToggleObjectOff(CoffeeMachine_1)
Toggle off CoffeeMachine_2,ToggleObjectOff(CoffeeMachine_2)
Toggle off DeskLamp_0,ToggleObjectOff(DeskLamp_0)
Toggle off DeskLamp_1,ToggleObjectOff(DeskLamp_1)
Toggle off DeskLamp_2,ToggleObjectOff(DeskLamp_2)
Toggle off Faucet_0,ToggleObjectOff(Faucet_0)
Toggle off Faucet_1,ToggleObjectOff(Faucet_1)
Toggle off Faucet_2,ToggleObjectOff(Faucet_2)
Toggle off FloorLamp_0,ToggleObjectOff(FloorLamp_0)
Toggle off FloorLamp_1,ToggleObjectOff(FloorLamp_1)
Toggle off FloorLamp_2,ToggleObjectOff(FloorLamp_2)
Toggle off Laptop_0,ToggleObjectOff(Laptop_0)
Toggle off Laptop_1,ToggleObjectOff(Laptop_1)
Toggle off Laptop_2,ToggleObjectOff(Laptop_2)
Toggle off LightSwitch_0,ToggleObjectOff(LightSwitch_0)
Toggle off LightSwitch_1,ToggleObjectOff(LightSwitch_1)
Toggle off LightSwitch_2,ToggleObjectOff(LightSwitch_2)
Toggle off Microwave_0,ToggleObjectOff(Microwave_0)
Toggle off Microwave_1,ToggleObjectOff(Microwave_1)
Toggle off Microwave_2,ToggleObjectOff(Microwave_2)
Toggle off ShowerHead_0,ToggleObjectOff(ShowerHead_0)
Toggle off ShowerHead_1,ToggleObjectOff(ShowerHead_1)
Toggle off ShowerHead_2,ToggleObjectOff(ShowerHead_2)
Toggle off StoveBurner_0,ToggleObjectOff(StoveBurner_0)
Toggle off StoveBurner_1,ToggleObjectOff(StoveBurner_1)
Toggle off StoveBurner_2,ToggleObjectOff(StoveBurner_2)
Toggle off StoveKnob_0,ToggleObjectOff(StoveKnob_0)
Toggle off StoveKnob_1,ToggleObjectOff(StoveKnob_1)
Toggle off StoveKnob_2,ToggleObjectOff(StoveKnob_2)
Toggle off Television_0,ToggleObjectOff(Television_0)
Toggle off Television_1,ToggleObjectOff(Television_1)
Toggle off Television_2,ToggleObjectOff(Television_2)
Toggle off Toaster_0,ToggleObjectOff(Toaster_0)
Toggle off Toaster_1,ToggleObjectOff(Toaster_1)
Toggle off Toaster_2,ToggleObjectOff(Toaster_2)
unlock the Blinds_3, OpenObject(Blinds_3)
lift the Blinds_2 up, OpenObject(Blinds_2)
pull up the Blinds_1, OpenObject(Blinds_1)
raise the Blinds_12, OpenObject(Blinds_12)
draw the Blinds_3, OpenObject(Blinds_3)
slide the Blinds_7 open, OpenObject(Blinds_7)
push Blinds_9 open, OpenObject(Blinds_9)
hoist open the Blinds_10, OpenObject(Blinds_10)
uncover the Book_1, OpenObject(Book_1)
flip open the Book_9, OpenObject(Book_9)
Start reading the Book_8, OpenObject(Book_8)
open up the Book_7, OpenObject(Book_7)
crack open the Book_2, OpenObject(Book_2)
spread open the Book_5, OpenObject(Book_5)
pop open Book_2, OpenObject(Book_2)
unbox the Box_6, OpenObject(Box_6)
open the top of Box_4, OpenObject(Box_4)
remove the lid from Box_6, OpenObject(Box_6)
pull off the lid from Box_7, OpenObject(Box_7)
lift off the cover of Box_13, OpenObject(Box_13)
unseal the Box_15, OpenObject(Box_15)
pry open the Box_3, OpenObject(Box_3)
access the Box_27, OpenObject(Box_27)
swing open the Cabinet_5, OpenObject(Cabinet_5)
unlock and open the Cabinet_17, OpenObject(Cabinet_17)
open the Cabinet_29 doors, OpenObject(Cabinet_29)
slide the Cabinet_32 door, OpenObject(Cabinet_32)
pull open the Cabinet_48, OpenObject(Cabinet_48)
unlatch the Cabinet_18, OpenObject(Cabinet_18)
tug open the Cabinet_81 door, OpenObject(Cabinet_81)
extract the Drawer_6, OpenObject(Drawer_6)
slide out the Drawer_18, OpenObject(Drawer_18)
pull out the Drawer_24, OpenObject(Drawer_24)
open Drawer_36, OpenObject(Drawer_36)
unstick the Drawer_42, OpenObject(Drawer_42)
yank open the Drawer_51, OpenObject(Drawer_51)
tug the Drawer_30 open, OpenObject(Drawer_30)
unlatch Fridge_63, OpenObject(Fridge_63)
swing the Fridge_77 door open, OpenObject(Fridge_77)
pull open the Fridge_83, OpenObject(Fridge_83)
open the Fridge_92 to get food, OpenObject(Fridge_92)
break the seal of Fridge_4, OpenObject(Fridge_4)
access the interior of Fridge_9, OpenObject(Fridge_9)
look inside the Fridge_83, OpenObject(Fridge_83)
access the Fridge_2, OpenObject(Fridge_2)
turn on the Kettle_11 by opening its lid, OpenObject(Kettle_11)
lift the lid of Kettle_23, OpenObject(Kettle_23)
open the Kettle_31 to fill it, OpenObject(Kettle_31)
flip the Kettle_47 lid, OpenObject(Kettle_47)
uncover Kettle_53, OpenObject(Kettle_53)
prepare the Kettle_60 for water, OpenObject(Kettle_60)
remove the lid of Kettle_19, OpenObject(Kettle_19)
pull off the lid of Kettle_4, OpenObject(Kettle_4)
activate the Laptop_17 by opening it, OpenObject(Laptop_17)
lift the lid of Laptop_1, OpenObject(Laptop_1)
open Laptop_94, OpenObject(Laptop_94)
flip open the Laptop_3, OpenObject(Laptop_3)
start the Laptop_13 by opening, OpenObject(Laptop_13)
access the Laptop_27, OpenObject(Laptop_27)
raise the screen of Laptop_32, OpenObject(Laptop_32)
swing the Laptop_3 lid upward, OpenObject(Laptop_3)
pull off the LaundryHamperLid_57, OpenObject(LaundryHamperLid_57)
open the LaundryHamperLid_37, OpenObject(LaundryHamperLid_37)
lift the LaundryHamperLid_46, OpenObject(LaundryHamperLid_46)
access the LaundryHamperLid_56, OpenObject(LaundryHamperLid_56)
remove the LaundryHamperLid_66, OpenObject(LaundryHamperLid_66)
flip open the LaundryHamperLid_78, OpenObject(LaundryHamperLid_78)
swing open the LaundryHamperLid_89, OpenObject(LaundryHamperLid_89)
uncover the LaundryHamperLid_3, OpenObject(LaundryHamperLid_3)
open the Microwave_10 to heat food, OpenObject(Microwave_10)
yank open the Microwave_9, OpenObject(Microwave_9)
swing open the Microwave_25 door, OpenObject(Microwave_25)
unlock the Microwave_35, OpenObject(Microwave_35)
lift the Microwave_11 door, OpenObject(Microwave_11)
pull open the Microwave_52, OpenObject(Microwave_52)
access the Microwave_61, OpenObject(Microwave_61)
tug open the door of Microwave_34, OpenObject(Microwave_34)
crack the Safe_15, OpenObject(Safe_15)
unlock the Safe_28, OpenObject(Safe_28)
open the Safe_8, OpenObject(Safe_8)
twist the Safe_49 knob, OpenObject(Safe_49)
break into the Safe_57, OpenObject(Safe_18)
access the contents of Safe_6, OpenObject(Safe_6)
turn knob of Safe_5 to open it, OpenObject(Safe_5)
pry open the Safe_74, OpenObject(Safe_74)
force open the Safe_47, OpenObject(Safe_47)
draw the ShowerCurtain_2, OpenObject(ShowerCurtain_2)
slide the ShowerCurtain_45, OpenObject(ShowerCurtain_45)
pull back the ShowerCurtain_22, OpenObject(ShowerCurtain_22)
open the ShowerCurtain_8 for a bath, OpenObject(ShowerCurtain_8)
reveal the tub by opening ShowerCurtain_19, OpenObject(ShowerCurtain_19)
uncover the ShowerCurtain_4, OpenObject(ShowerCurtain_4)
unveil the ShowerCurtain_18, OpenObject(ShowerCurtain_18)
